0.000000,0.000003,0.000005,0.000009,0.000013,0.000018,0.000025,0.000034,0.000047,0.000063,0.000086,0.000117,0.000160,0.000219,0.000298,0.000407,0.000556,0.000758,0.001032,0.001401,0.001892,0.002540,0.003377,0.004435,0.005726,0.007232,0.008881,0.010532,0.011973,0.012954,0.013255,0.012770,0.011568,0.009878,0.007999,0.006199,0.004651,0.003431,0.002546,0.001968,0.001660,0.001591,0.001737,0.002082,0.002615,0.003316,0.004148,0.005045,0.005909,0.006623,0.007072,0.007184,0.006947,0.006415,0.005681,0.004851,0.004015,0.003238,0.002557,0.001985,0.001521,0.001153,0.000866,0.000647,0.000481,0.000356,0.000263,0.000193,0.000142,0.000104,0.000076,0.000056,0.000041,0.000030,0.000022,0.000016,0.000012,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.000006,0.000012,0.000019,0.000027,0.000039,0.000053,0.000072,0.000099,0.000134,0.000181,0.000246,0.000334,0.000454,0.000617,0.000837,0.001135,0.001533,0.002064,0.002760,0.003658,0.004789,0.006167,0.007772,0.009526,0.011281,0.012811,0.013844,0.014135,0.013560,0.012190,0.010277,0.008163,0.006146,0.004412,0.003031,0.001995,0.001257,0.000762,0.000459,0.000311,0.000292,0.000388,0.000596,0.000919,0.001364,0.001938,0.002640,0.003452,0.004329,0.005197,0.005953,0.006490,0.006728,0.006636,0.006245,0.005631,0.004888,0.004108,0.003360,0.002686,0.002108,0.001630,0.001246,0.000944,0.000710,0.000531,0.000395,0.000293,0.000217,0.000160,0.000118,0.000087,0.000064,0.000047,0.000034,0.000025,0.000018,0.000013,0.000010,0.000007,0.000005,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.000012,0.000025,0.000040,0.000058,0.000082,0.000112,0.000153,0.000207,0.000280,0.000378,0.000511,0.000691,0.000933,0.001258,0.001693,0.002268,0.003021,0.003989,0.005205,0.006683,0.008401,0.010277,0.012154,0.013789,0.014887,0.015171,0.014495,0.012930,0.010765,0.008394,0.006159,0.004262,0.002769,0.001656,0.000862,0.000315,-0.000046,-0.000271,-0.000395,-0.000442,-0.000427,-0.000357,-0.000233,-0.000052,0.000197,0.000523,0.000943,0.001468,0.002105,0.002848,0.003669,0.004509,0.005286,0.005898,0.006260,0.006320,0.006083,0.005602,0.004960,0.004244,0.003527,0.002860,0.002273,0.001778,0.001372,0.001048,0.000794,0.000598,0.000448,0.000334,0.000248,0.000184,0.000136,0.000101,0.000074,0.000055,0.000040,0.000030,0.000022,0.000016,0.000012,0.000009,0.000006,0.000005,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000003,0.000025,0.000052,0.000084,0.000122,0.000171,0.000235,0.000319,0.000431,0.000580,0.000781,0.001049,0.001408,0.001885,0.002514,0.003333,0.004383,0.005697,0.007289,0.009137,0.011154,0.013172,0.014931,0.016105,0.016380,0.015578,0.013770,0.011295,0.008616,0.006130,0.004060,0.002464,0.001298,0.000480,-0.000074,-0.000437,-0.000665,-0.000799,-0.000868,-0.000891,-0.000880,-0.000843,-0.000782,-0.000700,-0.000591,-0.000453,-0.000276,-0.000050,0.000237,0.000600,0.001053,0.001607,0.002264,0.003008,0.003803,0.004580,0.005255,0.005736,0.005956,0.005890,0.005566,0.005047,0.004413,0.003739,0.003085,0.002489,0.001972,0.001540,0.001188,0.000908,0.000689,0.000519,0.000390,0.000291,0.000217,0.000161,0.000120,0.000089,0.000066,0.000048,0.000036,0.000026,0.000019,0.000014,0.000010,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000006,0.000053,0.000110,0.000176,0.000256,0.000357,0.000489,0.000661,0.000889,0.001190,0.001590,0.002118,0.002811,0.003709,0.004854,0.006282,0.008008,0.010007,0.012188,0.014372,0.016277,0.017542,0.017804,0.016838,0.014717,0.011844,0.008781,0.005999,0.003738,0.002040,0.000834,0.000013,-0.000527,-0.000867,-0.001072,-0.001185,-0.001238,-0.001250,-0.001236,-0.001205,-0.001162,-0.001111,-0.001051,-0.000985,-0.000909,-0.000822,-0.000719,-0.000595,-0.000443,-0.000253,-0.000015,0.000286,0.000662,0.001127,0.001688,0.002343,0.003069,0.003823,0.004534,0.005120,0.005499,0.005622,0.005484,0.005121,0.004599,0.003991,0.003363,0.002764,0.002226,0.001762,0.001376,0.001062,0.000813,0.000618,0.000467,0.000351,0.000263,0.000197,0.000147,0.000109,0.000081,0.000060,0.000044,0.000033,0.000024,0.000018,0.000013,0.000010,0.000007,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000014,0.000110,0.000228,0.000365,0.000530,0.000738,0.001006,0.001353,0.001806,0.002399,0.003170,0.004163,0.005422,0.006986,0.008869,0.011045,0.013420,0.015802,0.017886,0.019265,0.019507,0.018321,0.015779,0.012379,0.008829,0.005691,0.003222,0.001431,0.000205,-0.000597,-0.001099,-0.001398,-0.001561,-0.001636,-0.001655,-0.001639,-0.001601,-0.001551,-0.001494,-0.001434,-0.001373,-0.001311,-0.001248,-0.001186,-0.001122,-0.001055,-0.000984,-0.000905,-0.000816,-0.000712,-0.000588,-0.000434,-0.000244,-0.000004,0.000296,0.000671,0.001131,0.001682,0.002317,0.003014,0.003724,0.004379,0.004901,0.005220,0.005295,0.005130,0.004766,0.004263,0.003691,0.003106,0.002553,0.002057,0.001631,0.001276,0.000987,0.000758,0.000577,0.000437,0.000330,0.000248,0.000186,0.000139,0.000104,0.000077,0.000057,0.000043,0.000032,0.000023,0.000017,0.000013,0.000009,0.000007,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000028,0.000227,0.000470,0.000750,0.001087,0.001506,0.002038,0.002720,0.003593,0.004706,0.006106,0.007833,0.009906,0.012296,0.014905,0.017532,0.019842,0.021369,0.021582,0.020091,0.016958,0.012836,0.008651,0.005090,0.002409,0.000552,-0.000658,-0.001405,-0.001839,-0.002069,-0.002170,-0.002189,-0.002160,-0.002102,-0.002029,-0.001949,-0.001866,-0.001783,-0.001703,-0.001626,-0.001552,-0.001482,-0.001415,-0.001351,-0.001289,-0.001228,-0.001167,-0.001106,-0.001043,-0.000975,-0.000900,-0.000815,-0.000716,-0.000596,-0.000449,-0.000267,-0.000037,0.000250,0.000607,0.001045,0.001569,0.002171,0.002829,0.003500,0.004118,0.004611,0.004914,0.004991,0.004843,0.004509,0.004045,0.003513,0.002968,0.002448,0.001981,0.001577,0.001238,0.000962,0.000741,0.000567,0.000431,0.000326,0.000246,0.000185,0.000139,0.000104,0.000077,0.000058,0.000043,0.000032,0.000024,0.000018,0.000013,0.000010,0.000007,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000057,0.000462,0.000957,0.001521,0.002192,0.003015,0.004038,0.005316,0.006901,0.008838,0.011148,0.013805,0.016711,0.019653,0.022266,0.024003,0.024181,0.022240,0.018226,0.013065,0.008039,0.003994,0.001130,-0.000727,-0.001852,-0.002485,-0.002804,-0.002929,-0.002938,-0.002880,-0.002784,-0.002671,-0.002550,-0.002428,-0.002309,-0.002196,-0.002089,-0.001988,-0.001893,-0.001805,-0.001722,-0.001644,-0.001572,-0.001503,-0.001439,-0.001377,-0.001319,-0.001262,-0.001206,-0.001151,-0.001095,-0.001037,-0.000975,-0.000906,-0.000829,-0.000738,-0.000629,-0.000496,-0.000330,-0.000123,0.000137,0.000460,0.000857,0.001334,0.001887,0.002500,0.003134,0.003735,0.004235,0.004570,0.004699,0.004616,0.004348,0.003944,0.003461,0.002952,0.002458,0.002005,0.001608,0.001272,0.000994,0.000770,0.000592,0.000452,0.000344,0.000260,0.000197,0.000148,0.000111,0.000083,0.000062,0.000047,0.000035,0.000026,0.000019,0.000014,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000115,0.000925,0.001910,0.003016,0.004310,0.005856,0.007718,0.009951,0.012585,0.015601,0.018907,0.022289,0.025346,0.027414,0.027558,0.024895,0.019451,0.012706,0.006571,0.002040,-0.000885,-0.002599,-0.003514,-0.003936,-0.004068,-0.004036,-0.003914,-0.003747,-0.003562,-0.003374,-0.003189,-0.003014,-0.002849,-0.002695,-0.002552,-0.002420,-0.002298,-0.002184,-0.002079,-0.001982,-0.001891,-0.001807,-0.001729,-0.001655,-0.001586,-0.001521,-0.001460,-0.001402,-0.001347,-0.001294,-0.001243,-0.001193,-0.001143,-0.001093,-0.001041,-0.000986,-0.000926,-0.000858,-0.000780,-0.000688,-0.000575,-0.000436,-0.000263,-0.000046,0.000225,0.000560,0.000968,0.001451,0.001999,0.002590,0.003181,0.003713,0.004124,0.004363,0.004404,0.004255,0.003951,0.003542,0.003079,0.002608,0.002159,0.001755,0.001404,0.001109,0.000867,0.000672,0.000517,0.000395,0.000301,0.000228,0.000173,0.000130,0.000098,0.000074,0.000055,0.000041,0.000031,0.000023,0.000017,0.000013,0.000010,0.000007,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000225,0.001798,0.003694,0.005784,0.008156,0.010889,0.014035,0.017601,0.021520,0.025593,0.029391,0.032073,0.032217,0.028221,0.020131,0.010825,0.003353,-0.001425,-0.004064,-0.005338,-0.005826,-0.005886,-0.005726,-0.005460,-0.005154,-0.004839,-0.004534,-0.004246,-0.003979,-0.003734,-0.003509,-0.003303,-0.003115,-0.002943,-0.002785,-0.002640,-0.002507,-0.002384,-0.002270,-0.002165,-0.002068,-0.001977,-0.001892,-0.001813,-0.001739,-0.001670,-0.001605,-0.001543,-0.001485,-0.001430,-0.001378,-0.001329,-0.001281,-0.001235,-0.001190,-0.001145,-0.001101,-0.001056,-0.001009,-0.000959,-0.000904,-0.000842,-0.000769,-0.000683,-0.000579,-0.000449,-0.000288,-0.000086,0.000166,0.000478,0.000858,0.001306,0.001818,0.002370,0.002924,0.003429,0.003825,0.004064,0.004121,0.004001,0.003734,0.003365,0.002941,0.002504,0.002085,0.001703,0.001369,0.001087,0.000853,0.000664,0.000513,0.000394,0.000301,0.000229,0.000174,0.000132,0.000099,0.000075,0.000056,0.000042,0.000032,0.000024,0.000018,0.000013,0.000010,0.000007,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000421,0.003362,0.006861,0.010625,0.014761,0.019341,0.024370,0.029731,0.035017,0.039111,0.039411,0.032204,0.018175,0.004803,-0.003476,-0.007463,-0.008981,-0.009265,-0.008979,-0.008458,-0.007863,-0.007270,-0.006711,-0.006200,-0.005737,-0.005321,-0.004948,-0.004614,-0.004313,-0.004042,-0.003797,-0.003575,-0.003373,-0.003189,-0.003021,-0.002866,-0.002724,-0.002593,-0.002472,-0.002360,-0.002256,-0.002159,-0.002068,-0.001984,-0.001904,-0.001830,-0.001761,-0.001695,-0.001633,-0.001575,-0.001519,-0.001467,-0.001417,-0.001370,-0.001325,-0.001282,-0.001240,-0.001200,-0.001160,-0.001122,-0.001083,-0.001044,-0.001004,-0.000962,-0.000916,-0.000865,-0.000807,-0.000739,-0.000657,-0.000557,-0.000433,-0.000278,-0.000084,0.000158,0.000456,0.000817,0.001242,0.001723,0.002238,0.002751,0.003212,0.003568,0.003777,0.003818,0.003698,0.003448,0.003106,0.002717,0.002316,0.001932,0.001582,0.001275,0.001015,0.000800,0.000624,0.000484,0.000373,0.000286,0.000219,0.000166,0.000126,0.000096,0.000072,0.000055,0.000041,0.000031,0.000023,0.000017,0.000013,0.000010,0.000007,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000768,0.006116,0.012451,0.019222,0.026650,0.034925,0.044004,0.052550,0.053667,0.033026,0.003352,-0.011994,-0.016655,-0.016998,-0.015884,-0.014396,-0.012923,-0.011590,-0.010423,-0.009415,-0.008546,-0.007795,-0.007144,-0.006576,-0.006079,-0.005453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.001536,0.012344,0.025844,0.042264,0.065301,0.103167,0.082960,-0.045279,-0.050225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
